code,category,value,areaName,avgPerReg,avgPerCat,popDensity,pop
E12000002,1,599838,North West,19.02192044,100,525.8,7417397
E12000002,2,1160271,North West,36.79423886,100,525.8,7417397
E12000002,3,886330,North West,28.10708682,100,525.8,7417397
E12000002,4,394015,North West,12.49491026,100,525.8,7417397
E12000002,5,59053,North West,1.872674735,100,525.8,7417397
E12000002,6,22246,North West,0.705459878,100,525.8,7417397
E12000002,7,22714,North West,0.720300983,100,525.8,7417397
E12000002,8,8937,North West,0.283408025,100,525.8,7417397
