code,category,commuters,areaName,population,popDens
E12000007,1,331191,London,8799728,5597.6
E12000007,2,484894,London,8799728,5597.6
E12000007,3,533671,London,8799728,5597.6
E12000007,4,409530,London,8799728,5597.6
E12000007,5,79897,London,8799728,5597.6
E12000007,6,23145,London,8799728,5597.6
E12000007,7,15808,London,8799728,5597.6
E12000007,8,29917,London,8799728,5597.6
