code,category,value,areaName,avgPerReg,avgPerCat,popDensity,pop
E12000003,1,504504,Yorkshire and The Humber,21.64641917,100,355.8,5480774
E12000003,2,877373,Yorkshire and The Humber,37.64486252,100,355.8,5480774
E12000003,3,607775,Yorkshire and The Humber,26.0773996,100,355.8,5480774
E12000003,4,257824,Yorkshire and The Humber,11.0622837,100,355.8,5480774
E12000003,5,39602,Yorkshire and The Humber,1.699176799,100,355.8,5480774
E12000003,6,20729,Yorkshire and The Humber,0.889405481,100,355.8,5480774
E12000003,7,17066,Yorkshire and The Humber,0.732239565,100,355.8,5480774
E12000003,8,5785,Yorkshire and The Humber,0.248213166,100,355.8,5480774
