code,category,value,areaName,avgPerReg,avgPerCat,popDensity,pop
E12000001,1,207943,North East,17.68704069,100,308.5,2647013
E12000001,2,470849,North East,40.04907798,100,308.5,2647013
E12000001,3,326453,North East,27.76716453,100,308.5,2647013
E12000001,4,133229,North East,11.33208016,100,308.5,2647013
E12000001,5,24511,North East,2.08483601,100,308.5,2647013
E12000001,6,4982,North East,0.423754763,100,308.5,2647013
E12000001,7,6299,North East,0.535775041,100,308.5,2647013
E12000001,8,1414,North East,0.120270822,100,308.5,7417397
